ordtype;uid;is_buy;qty;price;timestamp
new;2658;True;206;95.1;2019-05-23 10:25:37.042
new;2659;False;213;95.65;2019-05-23 10:25:37.049
new;2660;False;32;95.45;2019-05-23 10:25:42.529
cancel;2660;;32;;2019-05-23 10:25:54.476
new;2661;False;32;95.45;2019-05-23 10:26:01.775
new;2662;False;130;95.4;2019-05-23 10:26:05.079
new;2663;True;959;94.9;2019-05-23 10:26:05.079
cancel;2612;;32;;2019-05-23 10:26:05.079
cancel;2653;;28;;2019-05-23 10:26:05.081
cancel;2609;;13;;2019-05-23 10:26:05.081
cancel;2654;;205;;2019-05-23 10:26:05.122
modif;2644;;186;;2019-05-23 10:26:05.125
cancel;2629;;83;;2019-05-23 10:26:05.126
new;2664;False;11;95.5;2019-05-23 10:26:05.183
new;2665;True;32;95.35;2019-05-23 10:26:05.311
new;2666;True;200;95.2;2019-05-23 10:26:05.378
cancel;2655;;187;;2019-05-23 10:26:05.384
new;2667;False;189;95.5;2019-05-23 10:26:06.108
modif;2328;;12;;2019-05-23 10:26:06.108
new;2668;True;198;95.15;2019-05-23 10:26:06.345
cancel;2657;;185;;2019-05-23 10:26:06.346
new;2669;True;80;95.2;2019-05-23 10:26:06.480
cancel;2648;;191;;2019-05-23 10:26:07.104
new;2670;True;192;95.1;2019-05-23 10:26:07.293
new;2671;False;203;95.6;2019-05-23 10:26:07.304
cancel;2658;;206;;2019-05-23 10:26:07.308
new;2672;True;203;95.05;2019-05-23 10:26:07.308
modif;2226;;1;;2019-05-23 10:26:08.108
cancel;2551;;47;;2019-05-23 10:27:08.641
new;2673;False;60;95.45;2019-05-23 10:27:21.021
new;2674;False;80;95.45;2019-05-23 10:27:33.015
new;2675;False;37;95.45;2019-05-23 10:27:33.028
cancel;2605;;13;;2019-05-23 10:27:33.030
cancel;2513;;250;;2019-05-23 10:27:44.459
cancel;2665;;32;;2019-05-23 10:27:44.459
cancel;2608;;59;;2019-05-23 10:27:44.459
new;2676;False;33;95.4;2019-05-23 10:27:44.459
new;2677;False;70;95.4;2019-05-23 10:27:44.459
cancel;2602;;80;;2019-05-23 10:27:44.459
cancel;2677;;70;;2019-05-23 10:27:44.459
new;2678;False;39;95.45;2019-05-23 10:27:44.459
cancel;2620;;32;;2019-05-23 10:27:44.459
cancel;2610;;32;;2019-05-23 10:27:44.459
cancel;2669;;80;;2019-05-23 10:27:44.462
cancel;2630;;82;;2019-05-23 10:27:44.462
cancel;2615;;45;;2019-05-23 10:27:44.463
new;2679;True;59;94.85;2019-05-23 10:27:44.463
cancel;2595;;28;;2019-05-23 10:27:44.463
cancel;2616;;250;;2019-05-23 10:27:44.463
new;2680;True;250;95.0;2019-05-23 10:27:44.463
new;2681;False;16;95.4;2019-05-23 10:27:44.464
cancel;2590;;36;;2019-05-23 10:27:44.464
new;2682;False;80;95.4;2019-05-23 10:27:44.464
new;2683;False;54;95.5;2019-05-23 10:27:44.466
cancel;2586;;31;;2019-05-23 10:27:44.478
cancel;2588;;45;;2019-05-23 10:27:44.482
new;2684;True;1146;94.8;2019-05-23 10:27:44.482
cancel;2558;;28;;2019-05-23 10:27:44.482
cancel;2617;;523;;2019-05-23 10:27:44.484
new;2685;True;523;94.95;2019-05-23 10:27:44.484
new;2686;False;49;95.45;2019-05-23 10:27:44.488
cancel;2594;;63;;2019-05-23 10:27:44.489
new;2687;True;63;95.15;2019-05-23 10:27:44.489
new;2688;True;734;94.95;2019-05-23 10:27:44.489
new;2689;False;28;95.45;2019-05-23 10:27:44.504
cancel;2667;;189;;2019-05-23 10:27:44.508
cancel;2666;;200;;2019-05-23 10:27:44.511
new;2690;True;185;95.15;2019-05-23 10:27:44.511
cancel;2618;;68;;2019-05-23 10:27:44.511
new;2691;True;68;94.9;2019-05-23 10:27:44.511
cancel;2633;;305;;2019-05-23 10:27:44.525
cancel;2550;;32;;2019-05-23 10:27:44.672
cancel;2564;;33;;2019-05-23 10:27:44.706
new;2692;False;205;95.45;2019-05-23 10:27:44.757
cancel;2668;;198;;2019-05-23 10:27:44.759
new;2693;False;1;95.45;2019-05-23 10:27:45.020
cancel;2687;;63;;2019-05-23 10:27:45.037
modif;2656;;190;;2019-05-23 10:27:45.503
new;2694;True;191;95.05;2019-05-23 10:27:45.763
cancel;2670;;192;;2019-05-23 10:27:45.772
new;2695;False;197;95.5;2019-05-23 10:27:45.775
new;2696;True;312;95.05;2019-05-23 10:27:45.840
new;2697;True;80;95.15;2019-05-23 10:27:45.841
new;2698;False;79;95.5;2019-05-23 10:27:45.841
new;2699;False;56;95.45;2019-05-23 10:27:45.972
new;2700;False;30;95.45;2019-05-23 10:27:46.483
cancel;2671;;203;;2019-05-23 10:27:46.504
new;2701;False;188;95.55;2019-05-23 10:27:46.504
cancel;2672;;203;;2019-05-23 10:27:46.744
new;2702;True;199;95.0;2019-05-23 10:27:46.746
modif;2530;;212;;2019-05-23 10:27:46.754
new;2703;False;192;95.6;2019-05-23 10:27:46.754
new;2704;True;63;95.1;2019-05-23 10:27:47.038
new;2705;True;190;94.95;2019-05-23 10:27:47.503
cancel;2690;;185;;2019-05-23 10:27:49.859
modif;2416;;7;;2019-05-23 10:27:49.876
new;2706;True;215;95.1;2019-05-23 10:27:50.178
cancel;2639;;75;;2019-05-23 10:27:52.435
new;2707;False;75;95.4;2019-05-23 10:27:52.435
new;2708;False;39;95.4;2019-05-23 10:27:52.437
new;2709;True;39;95.1;2019-05-23 10:27:52.437
modif;2273;;6;;2019-05-23 10:27:53.499
cancel;2695;;197;;2019-05-23 10:27:53.500
new;2710;False;200;95.45;2019-05-23 10:27:53.983
modif;2331;;13;;2019-05-23 10:27:53.992
cancel;2701;;188;;2019-05-23 10:27:54.406
new;2711;False;187;95.5;2019-05-23 10:27:54.406
cancel;2705;;190;;2019-05-23 10:27:54.582
cancel;2703;;192;;2019-05-23 10:27:54.905
new;2712;True;194;94.95;2019-05-23 10:27:55.128
modif;2539;;975;;2019-05-23 10:27:55.241
new;2713;False;34;95.35;2019-05-23 10:27:55.241
new;2714;False;70;95.35;2019-05-23 10:27:55.241
cancel;2540;;80;;2019-05-23 10:27:55.242
new;2715;False;43;95.35;2019-05-23 10:27:55.243
new;2716;False;250;95.65;2019-05-23 10:27:55.244
cancel;2698;;79;;2019-05-23 10:27:55.262
cancel;2623;;63;;2019-05-23 10:27:55.270
new;2717;False;63;95.5;2019-05-23 10:27:55.270
new;2718;False;28;95.4;2019-05-23 10:27:55.304
cancel;2675;;37;;2019-05-23 10:27:55.338
new;2719;False;208;95.55;2019-05-23 10:27:55.405
modif;2470;;20;;2019-05-23 10:27:56.405
cancel;2714;;70;;2019-05-23 10:27:56.405
new;2720;True;80;95.2;2019-05-23 10:27:56.405
new;2721;False;81;95.45;2019-05-23 10:27:56.420
modif;2692;;198;;2019-05-23 10:27:56.505
new;2722;False;189;95.4;2019-05-23 10:27:56.505
cancel;2693;;1;;2019-05-23 10:28:23.774
new;2723;False;48;95.4;2019-05-23 10:28:39.069
new;2724;False;240;95.4;2019-05-23 10:28:41.034
modif;1874;;34;;2019-05-23 10:28:41.056
cancel;2707;;75;;2019-05-23 10:28:43.061
new;2725;False;75;95.35;2019-05-23 10:28:43.061
cancel;2534;;68;;2019-05-23 10:28:55.335
new;2726;False;68;95.65;2019-05-23 10:28:55.335
new;2727;False;42;95.35;2019-05-23 10:28:55.338
cancel;2721;;81;;2019-05-23 10:28:55.338
modif;2266;;12;;2019-05-23 10:28:55.515
modif;2269;;10;;2019-05-23 10:28:55.515
modif;2270;;13;;2019-05-23 10:28:55.515
modif;2295;;44;;2019-05-23 10:28:55.515
cancel;2296;;53;;2019-05-23 10:28:55.515
cancel;2326;;28;;2019-05-23 10:28:55.515
cancel;2340;;35;;2019-05-23 10:28:55.515
cancel;2369;;32;;2019-05-23 10:28:55.515
modif;2431;;14;;2019-05-23 10:28:55.515
modif;2466;;50;;2019-05-23 10:28:55.515
new;2728;False;313;95.5;2019-05-23 10:28:56.682
new;2729;False;80;95.4;2019-05-23 10:28:56.682
modif;2265;;50;;2019-05-23 10:28:58.570
cancel;2720;;80;;2019-05-23 10:29:06.339
new;2730;True;80;95.15;2019-05-23 10:29:20.692
modif;1976;;22;;2019-05-23 10:29:21.763
modif;2016;;6;;2019-05-23 10:29:21.763
modif;2043;;1;;2019-05-23 10:29:21.763
modif;2106;;5;;2019-05-23 10:29:21.763
cancel;2140;;28;;2019-05-23 10:29:21.763
cancel;2621;;687;;2019-05-23 10:29:21.763
cancel;2636;;1288;;2019-05-23 10:29:21.763
new;2731;False;34;95.3;2019-05-23 10:29:21.763
new;2732;False;6;95.25;2019-05-23 10:29:21.766
new;2733;False;51;95.25;2019-05-23 10:29:21.766
new;2734;False;28;95.25;2019-05-23 10:29:21.768
new;2735;False;37;95.3;2019-05-23 10:29:21.768
new;2736;False;71;95.25;2019-05-23 10:29:21.768
new;2737;False;122;95.25;2019-05-23 10:29:21.771
new;2738;False;78;95.25;2019-05-23 10:29:21.771
cancel;2138;;33;;2019-05-23 10:29:21.771
cancel;2142;;80;;2019-05-23 10:29:21.771
cancel;2157;;28;;2019-05-23 10:29:21.771
cancel;2229;;33;;2019-05-23 10:29:21.771
cancel;2611;;250;;2019-05-23 10:29:21.771
new;2739;True;635;94.75;2019-05-23 10:29:21.771
new;2740;False;162;95.25;2019-05-23 10:29:21.771
new;2741;False;58;95.25;2019-05-23 10:29:21.771
cancel;2681;;16;;2019-05-23 10:29:21.772
modif;2022;;34;;2019-05-23 10:29:21.772
modif;2226;;28;;2019-05-23 10:29:21.773
cancel;2248;;34;;2019-05-23 10:29:21.773
modif;2265;;30;;2019-05-23 10:29:21.773
cancel;2282;;35;;2019-05-23 10:29:21.773
cancel;2286;;28;;2019-05-23 10:29:21.773
modif;2315;;13;;2019-05-23 10:29:21.773
cancel;2339;;33;;2019-05-23 10:29:21.773
modif;2530;;125;;2019-05-23 10:29:21.773
cancel;2638;;194;;2019-05-23 10:29:21.773
modif;2659;;3;;2019-05-23 10:29:21.773
new;2742;False;523;95.6;2019-05-23 10:29:21.773
modif;2022;;28;;2019-05-23 10:29:21.773
cancel;2680;;250;;2019-05-23 10:29:21.773
new;2743;True;250;94.9;2019-05-23 10:29:21.773
modif;2466;;53;;2019-05-23 10:29:21.774
cancel;2398;;32;;2019-05-23 10:29:21.774
new;2744;False;32;95.25;2019-05-23 10:29:21.774
new;2745;False;250;95.55;2019-05-23 10:29:21.776
cancel;2397;;32;;2019-05-23 10:29:21.776
new;2746;False;80;95.3;2019-05-23 10:29:21.776
modif;2739;;523;;2019-05-23 10:29:21.781
cancel;2409;;32;;2019-05-23 10:29:21.782
cancel;2408;;32;;2019-05-23 10:29:21.783
cancel;2730;;80;;2019-05-23 10:29:21.787
cancel;2406;;51;;2019-05-23 10:29:21.791
new;2747;True;28;94.7;2019-05-23 10:29:21.791
modif;2684;;250;;2019-05-23 10:29:21.791
modif;2175;;28;;2019-05-23 10:29:21.791
new;2748;False;34;95.25;2019-05-23 10:29:21.791
cancel;2726;;68;;2019-05-23 10:29:21.793
new;2749;False;68;95.6;2019-05-23 10:29:21.793
cancel;2697;;80;;2019-05-23 10:29:21.798
cancel;2729;;80;;2019-05-23 10:29:21.798
new;2750;False;54;95.35;2019-05-23 10:29:21.810
new;2751;False;47;95.35;2019-05-23 10:29:21.810
modif;2684;;836;;2019-05-23 10:29:21.819
cancel;2274;;35;;2019-05-23 10:29:21.821
cancel;2519;;63;;2019-05-23 10:29:21.843
new;2752;False;63;95.3;2019-05-23 10:29:21.843
modif;2674;;63;;2019-05-23 10:29:21.843
cancel;2704;;63;;2019-05-23 10:29:21.853
new;2753;True;63;95.05;2019-05-23 10:29:21.853
cancel;2717;;63;;2019-05-23 10:29:21.853
new;2754;False;63;95.4;2019-05-23 10:29:21.853
cancel;2696;;312;;2019-05-23 10:29:21.853
new;2755;False;99;95.25;2019-05-23 10:29:21.858
cancel;2740;;162;;2019-05-23 10:29:21.866
new;2756;True;8;95.05;2019-05-23 10:29:21.866
new;2757;False;25;95.35;2019-05-23 10:29:21.878
new;2758;False;63;95.3;2019-05-23 10:29:21.893
cancel;2722;;189;;2019-05-23 10:29:21.901
modif;2706;;195;;2019-05-23 10:29:21.905
new;2759;True;186;95.0;2019-05-23 10:29:21.905
new;2760;False;28;95.3;2019-05-23 10:29:21.905
cancel;2748;;34;;2019-05-23 10:29:21.926
new;2761;False;28;95.35;2019-05-23 10:29:22.004
cancel;2753;;63;;2019-05-23 10:29:22.037
cancel;2432;;1270;;2019-05-23 10:29:22.097
new;2762;True;58;95.25;2019-05-23 10:29:22.102
new;2763;True;32;95.25;2019-05-23 10:29:22.102
new;2764;True;99;95.25;2019-05-23 10:29:22.102
new;2765;False;141;95.75;2019-05-23 10:29:22.102
cancel;2716;;250;;2019-05-23 10:29:22.102
cancel;2760;;28;;2019-05-23 10:29:22.102
cancel;2754;;63;;2019-05-23 10:29:22.124
new;2766;False;215;95.3;2019-05-23 10:29:22.136
modif;2694;;185;;2019-05-23 10:29:22.137
cancel;2710;;200;;2019-05-23 10:29:22.810
new;2767;True;297;95.0;2019-05-23 10:29:22.902
new;2768;True;80;95.1;2019-05-23 10:29:22.902
new;2769;False;82;95.4;2019-05-23 10:29:22.902
new;2770;True;207;94.95;2019-05-23 10:29:23.028
cancel;2759;;186;;2019-05-23 10:29:23.102
new;2771;False;212;95.4;2019-05-23 10:29:23.102
new;2772;True;1352;94.85;2019-05-23 10:29:23.360
cancel;2711;;187;;2019-05-23 10:29:23.802
new;2773;False;63;95.45;2019-05-23 10:29:24.038
new;2774;True;63;95.0;2019-05-23 10:29:24.038
new;2775;True;211;94.9;2019-05-23 10:29:24.039
cancel;2712;;194;;2019-05-23 10:29:24.104
new;2776;False;188;95.45;2019-05-23 10:29:24.104
new;2777;True;80;95.15;2019-05-23 10:29:24.283
new;2778;True;42;95.05;2019-05-23 10:29:24.287
cancel;2719;;208;;2019-05-23 10:29:24.806
new;2779;True;188;94.85;2019-05-23 10:29:25.063
new;2780;False;208;95.5;2019-05-23 10:29:25.103
cancel;2725;;75;;2019-05-23 10:29:25.286
new;2781;False;75;95.3;2019-05-23 10:29:25.286
new;2782;False;1383;95.55;2019-05-23 10:29:25.328
new;2783;True;34;95.0;2019-05-23 10:29:25.799
new;2784;True;35;95.0;2019-05-23 10:29:25.799
new;2785;False;57;95.4;2019-05-23 10:29:25.825
cancel;2249;;35;;2019-05-23 10:29:25.830
new;2786;True;33;94.95;2019-05-23 10:29:27.299
new;2787;True;35;94.95;2019-05-23 10:29:27.299
modif;2702;;186;;2019-05-23 10:29:27.782
cancel;2766;;215;;2019-05-23 10:29:27.799
new;2788;False;210;95.35;2019-05-23 10:29:27.799
new;2789;True;212;95.0;2019-05-23 10:29:28.024
cancel;2724;;240;;2019-05-23 10:29:28.147
cancel;2777;;80;;2019-05-23 10:29:38.016
new;2790;False;45;95.3;2019-05-23 10:29:38.438
new;2791;True;34;94.7;2019-05-23 10:29:38.768
new;2792;False;170;95.3;2019-05-23 10:29:40.027
new;2793;True;80;95.1;2019-05-23 10:29:40.029
cancel;2769;;82;;2019-05-23 10:29:43.371
new;2794;False;40;95.3;2019-05-23 10:29:43.372
cancel;2765;;141;;2019-05-23 10:29:43.469
new;2795;False;34;95.25;2019-05-23 10:29:43.469
new;2796;False;16;95.25;2019-05-23 10:29:43.470
cancel;2742;;523;;2019-05-23 10:29:43.472
new;2797;False;523;95.55;2019-05-23 10:29:43.472
new;2798;False;28;95.3;2019-05-23 10:29:43.504
modif;2331;;8;;2019-05-23 10:29:43.507
cancel;2788;;210;;2019-05-23 10:29:43.514
new;2799;False;197;95.3;2019-05-23 10:29:43.514
modif;2175;;34;;2019-05-23 10:29:43.548
cancel;2688;;734;;2019-05-23 10:29:43.552
cancel;2793;;80;;2019-05-23 10:29:43.552
modif;2364;;3;;2019-05-23 10:29:43.749
new;2800;True;41;95.0;2019-05-23 10:29:43.804
cancel;2715;;43;;2019-05-23 10:29:43.878
cancel;2771;;212;;2019-05-23 10:29:44.003
new;2801;False;196;95.35;2019-05-23 10:29:44.003
modif;2663;;20;;2019-05-23 10:29:44.505
cancel;2776;;188;;2019-05-23 10:29:44.505
new;2802;False;83;95.35;2019-05-23 10:29:44.520
new;2803;False;215;95.4;2019-05-23 10:29:44.773
new;2804;True;806;94.8;2019-05-23 10:29:44.980
new;2805;True;80;95.05;2019-05-23 10:29:44.980
cancel;2779;;188;;2019-05-23 10:29:45.001
cancel;2780;;208;;2019-05-23 10:29:45.505
new;2806;False;204;95.45;2019-05-23 10:29:45.505
new;2807;True;209;94.85;2019-05-23 10:29:45.729
cancel;2781;;75;;2019-05-23 10:29:46.992
new;2808;True;53;95.1;2019-05-23 10:29:54.706
cancel;2808;;53;;2019-05-23 10:30:02.430
modif;2470;;32;;2019-05-23 10:30:02.444
new;2809;False;50;95.3;2019-05-23 10:30:02.489
modif;2659;;35;;2019-05-23 10:30:02.498
cancel;2749;;68;;2019-05-23 10:30:06.219
new;2810;False;68;95.55;2019-05-23 10:30:06.219
cancel;2802;;83;;2019-05-23 10:30:06.221
new;2811;False;40;95.25;2019-05-23 10:30:06.222
new;2812;True;53;95.1;2019-05-23 10:30:06.433
cancel;2635;;70;;2019-05-23 10:30:06.456
new;2813;False;84;95.35;2019-05-23 10:30:07.520
cancel;2811;;40;;2019-05-23 10:30:11.110
cancel;2812;;53;;2019-05-23 10:30:12.676
cancel;2758;;63;;2019-05-23 10:30:13.886
new;2814;False;45;95.3;2019-05-23 10:30:16.030
new;2815;True;53;95.1;2019-05-23 10:30:19.386
new;2816;True;31;95.15;2019-05-23 10:30:26.063
new;2817;True;15;95.15;2019-05-23 10:30:32.013
cancel;2816;;31;;2019-05-23 10:30:40.285
cancel;2815;;53;;2019-05-23 10:30:42.315
new;2818;False;94;95.3;2019-05-23 10:30:48.160
new;2819;False;251;95.3;2019-05-23 10:30:52.626
new;2820;False;57;95.25;2019-05-23 10:30:53.037
cancel;2813;;84;;2019-05-23 10:31:01.963
cancel;2334;;52;;2019-05-23 10:31:01.964
cancel;2728;;313;;2019-05-23 10:31:02.260
new;2821;False;79;95.3;2019-05-23 10:31:03.180
new;2822;False;418;95.4;2019-05-23 10:31:03.640
new;2823;False;47;95.15;2019-05-23 10:31:03.728
new;2824;False;15;95.15;2019-05-23 10:31:03.731
new;2825;True;895;94.65;2019-05-23 10:31:03.731
cancel;2215;;34;;2019-05-23 10:31:03.731
cancel;2218;;80;;2019-05-23 10:31:03.731
cancel;2233;;28;;2019-05-23 10:31:03.731
new;2826;False;32;95.2;2019-05-23 10:31:03.731
new;2827;False;40;95.25;2019-05-23 10:31:03.733
modif;2470;;28;;2019-05-23 10:31:03.733
cancel;2768;;80;;2019-05-23 10:31:03.733
new;2828;False;43;95.2;2019-05-23 10:31:03.733
modif;2482;;32;;2019-05-23 10:31:03.733
cancel;2685;;523;;2019-05-23 10:31:03.735
new;2829;True;523;94.8;2019-05-23 10:31:03.735
cancel;2797;;523;;2019-05-23 10:31:03.735
new;2830;False;523;95.5;2019-05-23 10:31:03.735
modif;2709;;33;;2019-05-23 10:31:03.737
new;2831;True;32;95.1;2019-05-23 10:31:03.748
cancel;2826;;32;;2019-05-23 10:31:03.748
new;2832;True;43;95.2;2019-05-23 10:31:03.749
new;2833;False;142;95.7;2019-05-23 10:31:03.749
cancel;2795;;34;;2019-05-23 10:31:03.749
cancel;2825;;895;;2019-05-23 10:31:03.749
new;2834;True;32;95.15;2019-05-23 10:31:03.749
new;2835;True;70;95.15;2019-05-23 10:31:03.749
cancel;2821;;79;;2019-05-23 10:31:03.751
cancel;2820;;57;;2019-05-23 10:31:03.751
new;2836;True;3;95.15;2019-05-23 10:31:03.753
cancel;2773;;63;;2019-05-23 10:31:03.753
cancel;2835;;70;;2019-05-23 10:31:03.757
cancel;2774;;63;;2019-05-23 10:31:03.759
new;2837;True;63;94.95;2019-05-23 10:31:03.759
new;2838;False;32;95.25;2019-05-23 10:31:03.781
cancel;2834;;32;;2019-05-23 10:31:03.805
cancel;2691;;68;;2019-05-23 10:31:03.825
new;2839;True;68;94.75;2019-05-23 10:31:03.825
new;2840;True;7;95.0;2019-05-23 10:31:03.834
new;2841;False;82;95.35;2019-05-23 10:31:05.020
new;2842;True;80;95.1;2019-05-23 10:31:05.021
new;2843;True;53;95.1;2019-05-23 10:31:05.333
new;2844;False;38;95.25;2019-05-23 10:31:05.755
cancel;2827;;40;;2019-05-23 10:31:05.755
cancel;2829;;523;;2019-05-23 10:31:05.760
new;2845;True;523;94.85;2019-05-23 10:31:05.760
new;2846;False;63;95.4;2019-05-23 10:31:06.055
new;2847;True;35;95.1;2019-05-23 10:31:07.750
cancel;2844;;38;;2019-05-23 10:31:10.561
new;2848;True;32;95.15;2019-05-23 10:31:13.336
cancel;2839;;68;;2019-05-23 10:31:13.357
new;2849;True;68;94.8;2019-05-23 10:31:13.357
cancel;2848;;32;;2019-05-23 10:31:21.360
cancel;2673;;60;;2019-05-23 10:31:34.329
new;2850;False;60;95.25;2019-05-23 10:31:34.329
cancel;2587;;66;;2019-05-23 10:31:34.383
new;2851;False;46;95.45;2019-05-23 10:31:34.431
cancel;2843;;53;;2019-05-23 10:31:40.227
new;2852;True;53;95.1;2019-05-23 10:31:44.229
cancel;2836;;3;;2019-05-23 10:31:45.698
new;2853;True;895;94.65;2019-05-23 10:31:45.698
cancel;2852;;53;;2019-05-23 10:31:45.698
cancel;2842;;80;;2019-05-23 10:31:45.700
cancel;2847;;35;;2019-05-23 10:31:45.700
new;2854;False;57;95.3;2019-05-23 10:31:45.703
new;2855;True;34;94.9;2019-05-23 10:31:45.703
modif;2659;;33;;2019-05-23 10:31:45.709
new;2856;True;3;95.1;2019-05-23 10:31:45.720
cancel;2799;;197;;2019-05-23 10:31:45.748
modif;2767;;204;;2019-05-23 10:31:45.749
new;2857;True;193;94.95;2019-05-23 10:31:45.749
new;2858;True;79;95.1;2019-05-23 10:31:46.219
new;2859;True;80;95.05;2019-05-23 10:31:46.219
new;2860;False;200;95.3;2019-05-23 10:31:46.274
modif;2770;;204;;2019-05-23 10:31:46.283
new;2861;True;188;94.9;2019-05-23 10:31:46.283
cancel;2858;;79;;2019-05-23 10:31:46.300
modif;2713;;6;;2019-05-23 10:31:46.706
modif;2663;;191;;2019-05-23 10:31:46.865
new;2862;True;186;94.85;2019-05-23 10:31:46.865
modif;2676;;24;;2019-05-23 10:31:47.212
cancel;2807;;209;;2019-05-23 10:31:47.454
new;2863;True;205;94.8;2019-05-23 10:31:47.454
cancel;2806;;204;;2019-05-23 10:31:47.705
new;2864;True;79;95.1;2019-05-23 10:31:47.710
new;2865;False;185;95.45;2019-05-23 10:31:48.391
cancel;2864;;79;;2019-05-23 10:31:48.404
new;2866;True;55;95.05;2019-05-23 10:31:49.696
new;2867;True;79;95.1;2019-05-23 10:31:49.701
new;2868;True;35;94.9;2019-05-23 10:31:49.707
new;2869;True;15;95.1;2019-05-23 10:32:12.704
cancel;2867;;79;;2019-05-23 10:32:12.709
cancel;2853;;895;;2019-05-23 10:32:12.709
new;2870;True;57;95.15;2019-05-23 10:32:12.709
new;2871;True;60;95.15;2019-05-23 10:32:12.709
new;2872;True;36;95.1;2019-05-23 10:32:12.710
cancel;2871;;60;;2019-05-23 10:32:12.724
new;2873;True;33;95.15;2019-05-23 10:32:12.729
cancel;2838;;32;;2019-05-23 10:32:12.729
new;2874;True;80;95.15;2019-05-23 10:32:12.730
cancel;2849;;68;;2019-05-23 10:32:12.732
new;2875;True;68;94.85;2019-05-23 10:32:12.732
new;2876;True;55;95.1;2019-05-23 10:32:12.732
cancel;2859;;80;;2019-05-23 10:32:12.733
cancel;2794;;40;;2019-05-23 10:32:12.734
new;2877;True;35;95.15;2019-05-23 10:32:12.734
cancel;2866;;55;;2019-05-23 10:32:12.735
new;2878;True;98;95.15;2019-05-23 10:32:12.756
cancel;2857;;193;;2019-05-23 10:32:12.817
modif;2731;;12;;2019-05-23 10:32:12.829
new;2879;True;194;95.0;2019-05-23 10:32:13.086
modif;2801;;190;;2019-05-23 10:32:13.092
cancel;2796;;16;;2019-05-23 10:32:13.223
new;2880;False;33;95.25;2019-05-23 10:32:13.268
cancel;2874;;80;;2019-05-23 10:32:13.269
cancel;2873;;33;;2019-05-23 10:32:13.269
new;2881;False;16;95.25;2019-05-23 10:32:13.325
cancel;2854;;57;;2019-05-23 10:32:13.475
cancel;2861;;188;;2019-05-23 10:32:13.804
new;2882;True;187;94.95;2019-05-23 10:32:13.804
new;2883;False;194;95.35;2019-05-23 10:32:13.988
cancel;2862;;186;;2019-05-23 10:32:14.004
modif;2803;;191;;2019-05-23 10:32:14.004
new;2884;True;79;95.05;2019-05-23 10:32:14.021
new;2885;True;203;94.9;2019-05-23 10:32:14.803
cancel;2863;;205;;2019-05-23 10:32:14.902
new;2886;False;201;95.4;2019-05-23 10:32:15.007
cancel;2865;;185;;2019-05-23 10:32:15.008
new;2887;True;200;94.85;2019-05-23 10:32:15.804
new;2888;False;202;95.45;2019-05-23 10:32:15.905
new;2889;False;34;95.3;2019-05-23 10:32:17.243
new;2890;True;80;95.15;2019-05-23 10:32:20.001
cancel;2890;;80;;2019-05-23 10:32:21.892
cancel;2856;;3;;2019-05-23 10:32:24.653
new;2891;True;3;95.15;2019-05-23 10:32:24.675
new;2892;False;32;95.25;2019-05-23 10:32:33.460
cancel;2870;;57;;2019-05-23 10:32:33.466
cancel;2876;;55;;2019-05-23 10:32:33.554
new;2893;True;58;95.05;2019-05-23 10:32:37.558
new;2894;True;55;95.1;2019-05-23 10:32:38.650
cancel;2893;;58;;2019-05-23 10:32:38.653
new;2895;False;56;95.3;2019-05-23 10:32:42.233
cancel;2894;;55;;2019-05-23 10:32:46.205
new;2896;True;55;95.1;2019-05-23 10:32:50.200
cancel;2895;;56;;2019-05-23 10:32:58.127
new;2897;True;33;95.15;2019-05-23 10:33:37.603
cancel;2880;;33;;2019-05-23 10:33:37.605
new;2898;False;33;95.25;2019-05-23 10:33:37.625
cancel;2897;;33;;2019-05-23 10:33:38.557
cancel;2792;;170;;2019-05-23 10:33:50.304
new;2899;False;170;95.25;2019-05-23 10:33:50.304
cancel;2877;;35;;2019-05-23 10:33:50.304
modif;2470;;17;;2019-05-23 10:34:00.391
new;2900;True;6;95.1;2019-05-23 10:34:00.391
cancel;2896;;55;;2019-05-23 10:34:46.739
cancel;2833;;142;;2019-05-23 10:34:46.761
new;2901;False;31;95.2;2019-05-23 10:34:46.761
new;2902;False;33;95.25;2019-05-23 10:34:46.761
new;2903;False;80;95.2;2019-05-23 10:34:46.762
cancel;2831;;32;;2019-05-23 10:34:46.762
new;2904;False;17;95.2;2019-05-23 10:34:46.763
cancel;2841;;82;;2019-05-23 10:34:46.763
cancel;2869;;15;;2019-05-23 10:34:46.764
new;2905;False;98;95.15;2019-05-23 10:34:46.764
new;2906;False;3;95.15;2019-05-23 10:34:46.764
new;2907;True;895;94.65;2019-05-23 10:34:46.764
cancel;2664;;11;;2019-05-23 10:34:46.764
modif;2659;;142;;2019-05-23 10:34:46.764
new;2908;False;98;95.15;2019-05-23 10:34:46.764
new;2909;True;250;94.8;2019-05-23 10:34:46.764
cancel;2743;;250;;2019-05-23 10:34:46.765
modif;2470;;12;;2019-05-23 10:34:46.765
modif;2482;;1;;2019-05-23 10:34:46.765
modif;2706;;20;;2019-05-23 10:34:46.765
modif;2709;;6;;2019-05-23 10:34:46.765
cancel;2805;;80;;2019-05-23 10:34:46.765
cancel;2378;;51;;2019-05-23 10:34:46.765
new;2910;False;96;95.15;2019-05-23 10:34:46.765
new;2911;False;14;95.15;2019-05-23 10:34:46.766
new;2912;False;250;95.45;2019-05-23 10:34:46.766
